Student ID,Student Name,College Name,Department,Registration Date,Active Status,Assessment Score,Assessment Completed Status,Course Completion Status,Placement Readiness Status
S0302,Student_302,ABC College,ME,31-05-2025,Yes,92,Completed,Not Completed,Not Ready
S0303,Student_303,XYZ Institute,ME,05-06-2025,Yes,65,Completed,Completed,Not Ready
S0304,Student_304,ABC College,AI&ML,09-07-2025,Yes,63,Completed,Not Completed,Not Ready
S0305,Student_305,XYZ Institute,Civil,20-11-2025,Yes,92,Completed,Completed,Ready
S0306,Student_306,ABC College,ME,12-01-2025,Yes,97,Completed,Not Completed,Not Ready
S0307,Student_307,XYZ Institute,AI&DS,25-12-2025,Yes,61,Completed,Not Completed,Not Ready
S0308,Student_308,ABC College,Civil,07-08-2025,Yes,72,Completed,Completed,Not Ready
S0309,Student_309,XYZ Institute,CSE,16-06-2025,No,97,Completed,Not Completed,Not Ready
S0310,Student_310,XYZ Institute,EEE,26-02-2025,No,51,Completed,Not Completed,Not Ready
S0311,Student_311,JNTU,ME,21-06-2025,Yes,51,Completed,Not Completed,Not Ready
S0312,Student_312,JNTU,ECE,12-11-2025,Yes,67,Completed,Completed,Not Ready
S0313,Student_313,SVEC,AI&DS,29-03-2025,Yes,53,Completed,Not Completed,Not Ready
S0314,Student_314,JNTU,ME,18-10-2025,Yes,98,Completed,Completed,Ready
S0315,Student_315,XYZ Institute,ME,01-11-2025,Yes,59,Completed,Not Completed,Not Ready
S0316,Student_316,SVEC,EEE,15-02-2025,Yes,95,Completed,Completed,Not Ready
S0317,Student_317,ABC College,IT,13-01-2025,No,60,Completed,Not Completed,Not Ready
S0318,Student_318,GITAM,AI&ML,21-11-2025,Yes,95,Completed,Not Completed,Not Ready
S0319,Student_319,XYZ Institute,ME,21-11-2025,Yes,96,Completed,Not Completed,Not Ready
S0320,Student_320,GITAM,IT,15-09-2025,No,94,Completed,Not Completed,Not Ready
S0321,Student_321,GITAM,IT,15-08-2025,Yes,91,Completed,Completed,Not Ready
S0322,Student_322,GITAM,IT,15-08-2025,Yes,52,Completed,Not Completed,Not Ready
S0323,Student_323,JNTU,AI&ML,15-03-2025,Yes,75,Completed,Completed,Ready
S0324,Student_324,GITAM,AI&ML,16-10-2025,Yes,94,Completed,Completed,Not Ready
S0325,Student_325,ABC College,AI&ML,21-04-2025,Yes,55,Completed,Not Completed,Not Ready
S0326,Student_326,JNTU,AI&ML,07-01-2025,Yes,77,Completed,Completed,Not Ready
S0327,Student_327,VIT,CSE,05-07-2025,Yes,71,Completed,Completed,Not Ready
S0328,Student_328,ABC College,IT,10-11-2025,Yes,80,Completed,Not Completed,Not Ready
S0329,Student_329,SVEC,ECE,09-03-2025,Yes,93,Completed,Completed,Not Ready
S0330,Student_330,VIT,AI&ML,08-10-2025,Yes,54,Completed,Not Completed,Not Ready
S0331,Student_331,GITAM,Civil,18-09-2025,No,83,Completed,Not Completed,Not Ready
S0332,Student_332,GITAM,IT,13-11-2025,Yes,63,Completed,Not Completed,Not Ready
S0333,Student_333,XYZ Institute,IT,03-10-2025,Yes,97,Completed,Completed,Not Ready
S0334,Student_334,GITAM,ME,09-06-2025,Yes,73,Completed,Completed,Not Ready
S0335,Student_335,GITAM,IT,01-09-2025,Yes,66,Completed,Completed,Not Ready
S0336,Student_336,SVEC,ME,04-10-2025,Yes,64,Completed,Not Completed,Not Ready
S0337,Student_337,VIT,EEE,24-04-2025,Yes,58,Completed,Not Completed,Not Ready
S0338,Student_338,GITAM,ME,25-07-2025,Yes,60,Completed,Not Completed,Not Ready
S0339,Student_339,GITAM,AI&DS,14-02-2025,Yes,63,Completed,Not Completed,Not Ready
S0340,Student_340,XYZ Institute,AI&ML,17-11-2025,Yes,64,Completed,Not Completed,Not Ready
S0341,Student_341,SVEC,ME,18-09-2025,No,80,Completed,Not Completed,Not Ready
S0342,Student_342,JNTU,ECE,03-01-2025,Yes,97,Completed,Completed,Ready
S0343,Student_343,GITAM,AI&DS,06-09-2025,Yes,62,Completed,Not Completed,Not Ready
S0344,Student_344,XYZ Institute,EEE,22-05-2025,Yes,72,Completed,Completed,Not Ready
S0345,Student_345,JNTU,CSE,06-12-2025,Yes,87,Completed,Completed,Ready
S0346,Student_346,ABC College,IT,04-08-2025,Yes,49,Not Completed,Not Completed,Not Ready
S0347,Student_347,JNTU,Civil,01-03-2025,Yes,78,Completed,Completed,Ready
S0348,Student_348,ABC College,ME,11-02-2025,Yes,85,Completed,Not Completed,Not Ready
S0349,Student_349,ABC College,Civil,22-09-2025,No,78,Completed,Not Completed,Not Ready
S0350,Student_350,SVEC,AI&ML,02-01-2025,Yes,48,Not Completed,Not Completed,Not Ready
S0351,Student_351,GITAM,EEE,06-08-2025,Yes,82,Completed,Completed,Ready
S0352,Student_352,XYZ Institute,Civil,25-08-2025,Yes,82,Completed,Completed,Ready
S0353,Student_353,ABC College,IT,01-05-2025,Yes,63,Completed,Not Completed,Not Ready
S0354,Student_354,ABC College,ME,19-05-2025,Yes,75,Completed,Completed,Ready
S0355,Student_355,ABC College,ME,08-04-2025,Yes,48,Not Completed,Not Completed,Not Ready
S0356,Student_356,JNTU,AI&ML,20-08-2025,Yes,64,Completed,Not Completed,Not Ready
S0357,Student_357,XYZ Institute,Civil,29-08-2025,No,51,Completed,Not Completed,Not Ready
S0358,Student_358,XYZ Institute,CSE,31-03-2025,Yes,64,Completed,Not Completed,Not Ready
S0359,Student_359,ABC College,CSE,17-03-2025,Yes,62,Completed,Not Completed,Not Ready
S0360,Student_360,GITAM,IT,04-05-2025,Yes,98,Completed,Completed,Not Ready
S0361,Student_361,XYZ Institute,Civil,15-05-2025,Yes,68,Completed,Completed,Not Ready
S0362,Student_362,GITAM,IT,25-12-2025,Yes,52,Completed,Not Completed,Not Ready
S0363,Student_363,ABC College,AI&DS,03-01-2025,Yes,98,Completed,Completed,Ready
S0364,Student_364,JNTU,IT,11-12-2025,Yes,79,Completed,Completed,Ready
S0365,Student_365,ABC College,AI&ML,22-12-2025,Yes,61,Completed,Not Completed,Not Ready
S0366,Student_366,JNTU,CSE,07-03-2025,Yes,82,Completed,Completed,Ready
S0367,Student_367,XYZ Institute,IT,06-06-2025,Yes,81,Completed,Completed,Ready
S0368,Student_368,JNTU,IT,10-10-2025,Yes,55,Completed,Not Completed,Not Ready
S0369,Student_369,ABC College,ME,13-09-2025,Yes,57,Completed,Not Completed,Not Ready
S0370,Student_370,SVEC,AI&DS,01-02-2025,Yes,96,Completed,Completed,Not Ready
S0371,Student_371,VIT,AI&DS,30-10-2025,Yes,84,Completed,Completed,Ready
S0372,Student_372,SVEC,EEE,30-08-2025,Yes,81,Completed,Completed,Ready
S0373,Student_373,VIT,ECE,24-05-2025,Yes,71,Completed,Completed,Not Ready
S0374,Student_374,GITAM,AI&DS,14-06-2025,Yes,81,Completed,Completed,Ready
S0375,Student_375,ABC College,Civil,02-07-2025,Yes,49,Not Completed,Not Completed,Not Ready
S0376,Student_376,ABC College,AI&ML,16-10-2025,Yes,49,Not Completed,Not Completed,Not Ready
S0377,Student_377,JNTU,AI&DS,15-09-2025,Yes,72,Completed,Completed,Not Ready
S0378,Student_378,SVEC,EEE,28-05-2025,Yes,72,Completed,Completed,Not Ready
S0379,Student_379,ABC College,EEE,21-04-2025,Yes,98,Completed,Completed,Ready
S0380,Student_380,GITAM,ECE,07-01-2025,No,97,Completed,Not Completed,Not Ready
S0381,Student_381,SVEC,IT,08-10-2025,Yes,68,Completed,Not Completed,Not Ready
S0382,Student_382,JNTU,CSE,03-07-2025,Yes,63,Completed,Not Completed,Not Ready
S0383,Student_383,ABC College,AI&ML,21-07-2025,No,73,Completed,Not Completed,Not Ready
S0384,Student_384,ABC College,IT,15-06-2025,Yes,52,Completed,Not Completed,Not Ready
S0385,Student_385,VIT,ECE,04-09-2025,No,47,Not Completed,Not Completed,Not Ready
S0386,Student_386,VIT,EEE,12-09-2025,Yes,55,Completed,Not Completed,Not Ready
S0387,Student_387,JNTU,IT,18-04-2025,Yes,69,Completed,Completed,Not Ready
S0388,Student_388,JNTU,EEE,13-06-2025,Yes,87,Completed,Completed,Ready
S0389,Student_389,XYZ Institute,IT,08-02-2025,Yes,98,Completed,Not Completed,Not Ready
S0390,Student_390,GITAM,ME,02-06-2025,Yes,57,Completed,Not Completed,Not Ready
S0391,Student_391,GITAM,ECE,17-08-2025,No,58,Completed,Not Completed,Not Ready
S0392,Student_392,SVEC,IT,06-09-2025,Yes,91,Completed,Completed,Ready
S0393,Student_393,SVEC,ME,09-02-2025,Yes,60,Completed,Not Completed,Not Ready
S0394,Student_394,ABC College,AI&DS,15-07-2025,Yes,49,Not Completed,Not Completed,Not Ready
S0395,Student_395,GITAM,ME,15-07-2025,Yes,81,Completed,Completed,Not Ready
S0396,Student_396,ABC College,ECE,01-05-2025,Yes,61,Completed,Not Completed,Not Ready
S0397,Student_397,VIT,AI&DS,10-12-2025,Yes,98,Completed,Not Completed,Not Ready
S0398,Student_398,ABC College,EEE,17-03-2025,No,88,Completed,Not Completed,Not Ready
S0399,Student_399,GITAM,Civil,30-05-2025,Yes,63,Completed,Not Completed,Not Ready
S0400,Student_400,VIT,IT,12-05-2025,Yes,91,Completed,Completed,Not Ready
S0401,Student_401,ABC College,ECE,13-08-2025,Yes,90,Completed,Completed,Not Ready
S0402,Student_402,SVEC,EEE,19-02-2025,Yes,87,Completed,Not Completed,Not Ready
S0403,Student_403,VIT,ME,22-03-2025,Yes,79,Completed,Completed,Not Ready
S0404,Student_404,VIT,AI&ML,21-07-2025,Yes,70,Completed,Completed,Not Ready
S0405,Student_405,XYZ Institute,CSE,20-12-2025,Yes,57,Completed,Not Completed,Not Ready
S0406,Student_406,JNTU,ECE,13-09-2025,Yes,55,Completed,Not Completed,Not Ready
S0407,Student_407,SVEC,EEE,04-05-2025,Yes,64,Completed,Not Completed,Not Ready
S0408,Student_408,GITAM,CSE,13-03-2025,Yes,50,Completed,Not Completed,Not Ready
S0409,Student_409,XYZ Institute,Civil,24-06-2025,Yes,68,Completed,Completed,Not Ready
S0410,Student_410,VIT,ECE,07-12-2025,Yes,91,Completed,Completed,Not Ready
S0411,Student_411,ABC College,AI&ML,17-10-2025,Yes,61,Completed,Not Completed,Not Ready
S0412,Student_412,XYZ Institute,AI&DS,28-12-2025,No,88,Completed,Not Completed,Not Ready
S0413,Student_413,JNTU,ME,04-10-2025,Yes,90,Completed,Completed,Ready
S0414,Student_414,SVEC,EEE,21-08-2025,Yes,86,Completed,Not Completed,Not Ready
S0415,Student_415,SVEC,ECE,18-08-2025,Yes,65,Completed,Completed,Not Ready
S0416,Student_416,SVEC,AI&ML,30-03-2025,Yes,97,Completed,Completed,Ready
S0417,Student_417,ABC College,EEE,25-01-2025,Yes,45,Not Completed,Not Completed,Not Ready
S0418,Student_418,GITAM,EEE,23-03-2025,Yes,49,Not Completed,Not Completed,Not Ready
S0419,Student_419,GITAM,EEE,04-08-2025,Yes,84,Completed,Completed,Ready
S0420,Student_420,ABC College,AI&DS,25-01-2025,Yes,78,Completed,Completed,Ready
S0421,Student_421,JNTU,AI&DS,14-08-2025,Yes,72,Completed,Completed,Not Ready
S0422,Student_422,SVEC,ME,05-06-2025,Yes,62,Completed,Not Completed,Not Ready
S0423,Student_423,JNTU,ME,24-12-2025,Yes,69,Completed,Completed,Not Ready
S0424,Student_424,XYZ Institute,EEE,25-09-2025,Yes,65,Completed,Completed,Not Ready
S0425,Student_425,JNTU,ECE,22-02-2025,Yes,87,Completed,Completed,Ready
S0426,Student_426,GITAM,AI&DS,11-06-2025,Yes,90,Completed,Completed,Ready
S0427,Student_427,VIT,ECE,28-08-2025,Yes,82,Completed,Completed,Not Ready
S0428,Student_428,GITAM,ME,25-09-2025,Yes,46,Not Completed,Not Completed,Not Ready
S0429,Student_429,GITAM,IT,14-11-2025,Yes,86,Completed,Completed,Ready
S0430,Student_430,SVEC,CSE,16-10-2025,Yes,55,Completed,Not Completed,Not Ready
S0431,Student_431,SVEC,ME,09-05-2025,Yes,54,Completed,Not Completed,Not Ready
S0432,Student_432,VIT,EEE,20-04-2025,Yes,80,Completed,Completed,Ready
S0433,Student_433,SVEC,IT,13-05-2025,Yes,84,Completed,Not Completed,Not Ready
S0434,Student_434,ABC College,AI&ML,21-08-2025,Yes,76,Completed,Completed,Ready
S0435,Student_435,XYZ Institute,Civil,17-05-2025,Yes,58,Completed,Not Completed,Not Ready
S0436,Student_436,SVEC,EEE,04-06-2025,Yes,87,Completed,Not Completed,Not Ready
S0437,Student_437,GITAM,ME,19-04-2025,Yes,55,Completed,Not Completed,Not Ready
S0438,Student_438,VIT,AI&ML,17-08-2025,Yes,60,Completed,Not Completed,Not Ready
S0439,Student_439,JNTU,EEE,10-06-2025,No,47,Not Completed,Not Completed,Not Ready
S0440,Student_440,XYZ Institute,AI&ML,06-11-2025,Yes,55,Completed,Not Completed,Not Ready
S0441,Student_441,JNTU,EEE,25-09-2025,Yes,54,Completed,Not Completed,Not Ready
S0442,Student_442,XYZ Institute,AI&DS,30-05-2025,Yes,86,Completed,Not Completed,Not Ready
S0443,Student_443,JNTU,ECE,25-01-2025,Yes,72,Completed,Completed,Not Ready
S0444,Student_444,JNTU,ME,23-07-2025,Yes,90,Completed,Completed,Ready
S0445,Student_445,VIT,AI&ML,03-12-2025,Yes,57,Completed,Not Completed,Not Ready
S0446,Student_446,XYZ Institute,ME,14-01-2025,Yes,80,Completed,Completed,Not Ready
S0447,Student_447,JNTU,IT,24-10-2025,No,53,Completed,Not Completed,Not Ready
S0448,Student_448,SVEC,ECE,01-01-2025,Yes,84,Completed,Completed,Not Ready
S0449,Student_449,GITAM,Civil,22-04-2025,Yes,71,Completed,Completed,Not Ready
S0450,Student_450,JNTU,ME,07-03-2025,Yes,71,Completed,Completed,Not Ready
S0451,Student_451,ABC College,ME,13-09-2025,Yes,53,Completed,Not Completed,Not Ready
S0452,Student_452,VIT,EEE,10-12-2025,Yes,58,Completed,Not Completed,Not Ready
S0453,Student_453,ABC College,CSE,14-07-2025,Yes,56,Completed,Not Completed,Not Ready
S0454,Student_454,JNTU,EEE,13-04-2025,Yes,57,Completed,Not Completed,Not Ready
S0455,Student_455,VIT,Civil,17-10-2025,No,81,Completed,Not Completed,Not Ready
S0456,Student_456,GITAM,AI&DS,28-10-2025,Yes,68,Completed,Completed,Not Ready
S0457,Student_457,GITAM,ECE,21-08-2025,Yes,96,Completed,Completed,Ready
S0458,Student_458,VIT,Civil,13-02-2025,No,60,Completed,Not Completed,Not Ready
S0459,Student_459,VIT,ME,17-11-2025,Yes,77,Completed,Completed,Not Ready
S0460,Student_460,SVEC,ME,07-09-2025,No,92,Completed,Not Completed,Not Ready
S0461,Student_461,XYZ Institute,AI&ML,15-11-2025,Yes,89,Completed,Not Completed,Not Ready
S0462,Student_462,JNTU,ME,17-04-2025,No,48,Not Completed,Not Completed,Not Ready
S0463,Student_463,ABC College,CSE,02-04-2025,Yes,62,Completed,Not Completed,Not Ready
S0464,Student_464,SVEC,CSE,25-12-2025,Yes,71,Completed,Completed,Not Ready
S0465,Student_465,GITAM,IT,01-03-2025,Yes,64,Completed,Not Completed,Not Ready
S0466,Student_466,GITAM,AI&DS,03-12-2025,Yes,62,Completed,Not Completed,Not Ready
S0467,Student_467,VIT,AI&ML,18-02-2025,Yes,78,Completed,Completed,Ready
S0468,Student_468,VIT,EEE,12-11-2025,No,49,Not Completed,Not Completed,Not Ready
S0469,Student_469,ABC College,IT,22-11-2025,Yes,57,Completed,Not Completed,Not Ready
S0470,Student_470,JNTU,EEE,12-02-2025,Yes,94,Completed,Completed,Not Ready
S0471,Student_471,XYZ Institute,EEE,02-05-2025,Yes,98,Completed,Completed,Ready
S0472,Student_472,XYZ Institute,CSE,18-11-2025,Yes,60,Completed,Not Completed,Not Ready
S0473,Student_473,SVEC,CSE,22-11-2025,Yes,95,Completed,Not Completed,Not Ready
S0474,Student_474,JNTU,Civil,09-06-2025,Yes,74,Completed,Completed,Not Ready
S0475,Student_475,SVEC,ME,24-01-2025,Yes,58,Completed,Not Completed,Not Ready
S0476,Student_476,GITAM,ECE,20-01-2025,No,93,Completed,Not Completed,Not Ready
S0477,Student_477,JNTU,EEE,25-06-2025,Yes,82,Completed,Completed,Ready
S0478,Student_478,SVEC,AI&ML,23-02-2025,Yes,63,Completed,Not Completed,Not Ready
S0479,Student_479,JNTU,AI&ML,05-07-2025,Yes,61,Completed,Not Completed,Not Ready
S0480,Student_480,ABC College,CSE,23-01-2025,Yes,84,Completed,Completed,Ready
S0481,Student_481,SVEC,IT,05-02-2025,Yes,97,Completed,Completed,Ready
S0482,Student_482,GITAM,CSE,04-07-2025,Yes,68,Completed,Completed,Not Ready
S0483,Student_483,JNTU,CSE,05-10-2025,Yes,95,Completed,Completed,Ready
S0484,Student_484,SVEC,AI&ML,19-09-2025,Yes,84,Completed,Completed,Ready
S0485,Student_485,JNTU,EEE,18-03-2025,Yes,88,Completed,Completed,Ready
S0486,Student_486,ABC College,ME,08-04-2025,Yes,85,Completed,Completed,Ready
S0487,Student_487,ABC College,Civil,10-08-2025,Yes,73,Completed,Completed,Not Ready
S0488,Student_488,XYZ Institute,AI&ML,02-01-2025,No,47,Not Completed,Not Completed,Not Ready
S0489,Student_489,SVEC,Civil,14-02-2025,Yes,51,Completed,Not Completed,Not Ready
S0490,Student_490,ABC College,ME,19-07-2025,Yes,83,Completed,Completed,Not Ready
S0491,Student_491,VIT,AI&DS,30-10-2025,No,82,Completed,Not Completed,Not Ready
S0492,Student_492,ABC College,EEE,13-06-2025,No,87,Completed,Not Completed,Not Ready
S0493,Student_493,XYZ Institute,EEE,28-04-2025,Yes,67,Completed,Not Completed,Not Ready
S0494,Student_494,SVEC,ECE,29-06-2025,Yes,62,Completed,Not Completed,Not Ready
S0495,Student_495,GITAM,AI&DS,11-08-2025,Yes,68,Completed,Completed,Not Ready
S0496,Student_496,JNTU,EEE,13-03-2025,Yes,85,Completed,Completed,Ready
S0497,Student_497,VIT,Civil,21-06-2025,Yes,93,Completed,Completed,Ready
S0498,Student_498,JNTU,CSE,09-04-2025,Yes,96,Completed,Completed,Ready
S0499,Student_499,GITAM,AI&DS,22-01-2025,No,79,Completed,Not Completed,Not Ready
S0500,Student_500,GITAM,CSE,02-11-2025,Yes,73,Completed,Completed,Not Ready
